ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
193138,Maharashtra,Nagpur,Locality_313,Villa,3,2465,327.77,0.13,2006,Unfurnished,23,28,19,9,10,Low,Yes,Yes,"Gym, Clubhouse",South,Broker,Under_Construction
193139,Bihar,Patna,Locality_93,Independent House,1,749,490.69,0.66,2005,Furnished,19,27,20,10,9,Medium,Yes,Yes,"Playground, Garden, Clubhouse, Gym, Pool",East,Owner,Ready_to_Move
193140,Punjab,Ludhiana,Locality_435,Independent House,1,1773,479.66,0.27,2011,Semi-furnished,4,15,14,5,4,Medium,Yes,No,"Garden, Playground",West,Builder,Under_Construction
193141,Uttarakhand,Dehradun,Locality_279,Apartment,4,4553,413.9,0.09,2017,Semi-furnished,0,14,8,6,1,High,Yes,Yes,"Garden, Pool",East,Broker,Under_Construction
193142,Maharashtra,Pune,Locality_423,Apartment,1,4056,468.61,0.12,1997,Semi-furnished,2,13,28,7,1,High,No,No,Pool,West,Owner,Under_Construction
193143,Uttar Pradesh,Noida,Locality_427,Independent House,2,3831,34.61,0.01,2014,Unfurnished,20,7,11,3,6,Medium,Yes,Yes,"Clubhouse, Pool",East,Broker,Under_Construction
193144,Uttarakhand,Dehradun,Locality_449,Independent House,2,1636,449.72,0.27,2012,Semi-furnished,6,4,13,6,10,High,Yes,No,"Clubhouse, Garden, Gym",South,Builder,Ready_to_Move
193145,Kerala,Kochi,Locality_60,Independent House,2,3292,174.48,0.05,1991,Unfurnished,6,27,34,7,6,High,Yes,No,"Clubhouse, Playground, Gym, Garden, Pool",North,Builder,Under_Construction
193146,Gujarat,Ahmedabad,Locality_305,Villa,1,3889,388.46,0.1,2022,Semi-furnished,20,14,3,4,7,Low,No,No,"Gym, Clubhouse",West,Broker,Under_Construction
193147,West Bengal,Kolkata,Locality_76,Apartment,5,3013,102.29,0.03,1998,Furnished,15,30,27,3,6,Low,No,No,"Clubhouse, Pool, Gym, Garden",South,Owner,Under_Construction
193148,Uttarakhand,Haridwar,Locality_172,Villa,4,2062,133.33,0.06,2003,Semi-furnished,8,2,22,10,7,Low,Yes,Yes,"Pool, Gym, Clubhouse, Garden, Playground",East,Builder,Ready_to_Move
193149,Odisha,Bhubaneswar,Locality_240,Apartment,5,1694,26.11,0.02,2002,Furnished,15,3,23,9,7,Medium,Yes,Yes,"Playground, Garden",West,Builder,Ready_to_Move
193150,Assam,Guwahati,Locality_426,Apartment,2,3722,457.33,0.12,2000,Semi-furnished,29,25,25,3,3,Medium,Yes,Yes,"Clubhouse, Garden, Pool, Playground",East,Broker,Ready_to_Move
193151,Madhya Pradesh,Bhopal,Locality_237,Independent House,4,1613,164.0,0.1,2011,Furnished,9,22,14,7,9,High,Yes,Yes,"Clubhouse, Garden, Playground, Gym",West,Builder,Ready_to_Move
193152,Haryana,Faridabad,Locality_491,Independent House,2,3710,112.38,0.03,2011,Furnished,28,2,14,3,5,High,No,No,"Pool, Playground, Gym",North,Owner,Under_Construction
193153,Kerala,Kochi,Locality_219,Villa,1,1812,74.34,0.04,1998,Unfurnished,12,12,27,9,10,High,No,No,Clubhouse,North,Owner,Ready_to_Move
193154,Rajasthan,Jodhpur,Locality_115,Villa,3,3225,135.49,0.04,2000,Semi-furnished,7,25,25,2,4,Low,No,No,"Garden, Gym, Pool",South,Broker,Ready_to_Move
193155,Chhattisgarh,Raipur,Locality_191,Independent House,4,928,455.1,0.49,1996,Unfurnished,4,10,29,8,10,Medium,Yes,Yes,"Gym, Pool",North,Builder,Under_Construction
193156,Andhra Pradesh,Vishakhapatnam,Locality_474,Apartment,3,4816,98.61,0.02,2023,Unfurnished,26,19,2,1,9,High,No,No,Playground,North,Builder,Ready_to_Move
193157,Punjab,Ludhiana,Locality_49,Independent House,2,4546,245.1,0.05,2007,Semi-furnished,12,22,18,8,10,Medium,Yes,Yes,"Garden, Playground, Clubhouse, Pool, Gym",East,Broker,Under_Construction
193158,Odisha,Bhubaneswar,Locality_131,Independent House,2,2914,26.05,0.01,1994,Semi-furnished,7,11,31,4,3,Low,No,Yes,"Pool, Playground, Garden, Gym",North,Builder,Ready_to_Move
193159,Uttarakhand,Haridwar,Locality_302,Apartment,2,3789,389.05,0.1,1994,Furnished,13,26,31,7,1,Low,No,No,"Garden, Pool, Playground, Gym, Clubhouse",South,Broker,Ready_to_Move
193160,Haryana,Gurgaon,Locality_86,Villa,3,3170,143.76,0.05,1999,Semi-furnished,23,7,26,6,6,Low,Yes,Yes,"Pool, Gym",West,Broker,Ready_to_Move
193161,Kerala,Trivandrum,Locality_57,Independent House,3,3546,12.62,0.0,2004,Unfurnished,18,14,21,8,1,Medium,No,No,"Clubhouse, Gym",South,Builder,Under_Construction
193162,Telangana,Warangal,Locality_113,Apartment,2,3721,198.83,0.05,2018,Unfurnished,28,30,7,9,10,Low,No,No,"Pool, Garden, Gym, Playground",East,Builder,Ready_to_Move
193163,West Bengal,Durgapur,Locality_134,Villa,5,4974,200.72,0.04,1993,Unfurnished,17,23,32,7,8,Medium,No,Yes,"Playground, Pool, Clubhouse, Garden, Gym",West,Owner,Ready_to_Move
193164,Gujarat,Surat,Locality_242,Independent House,5,1434,107.61,0.08,2023,Furnished,15,2,2,4,6,Low,Yes,No,"Garden, Gym, Playground, Clubhouse, Pool",West,Owner,Under_Construction
193165,Madhya Pradesh,Indore,Locality_409,Independent House,4,3055,55.21,0.02,2011,Semi-furnished,4,16,14,7,1,Low,No,Yes,"Pool, Garden, Playground, Clubhouse",South,Builder,Under_Construction
193166,Bihar,Gaya,Locality_366,Independent House,3,1039,231.47,0.22,2004,Furnished,19,3,21,1,9,Medium,Yes,Yes,"Clubhouse, Pool, Gym",East,Builder,Under_Construction
193167,Uttar Pradesh,Lucknow,Locality_257,Independent House,3,3232,145.52,0.05,2020,Unfurnished,15,1,5,2,8,High,No,Yes,"Pool, Playground",East,Owner,Under_Construction
193168,Jharkhand,Ranchi,Locality_213,Villa,3,2232,464.6,0.21,2016,Furnished,6,23,9,1,4,High,Yes,Yes,Garden,North,Owner,Under_Construction
193169,Andhra Pradesh,Vishakhapatnam,Locality_92,Villa,1,4048,290.64,0.07,1993,Semi-furnished,5,18,32,6,10,Low,No,Yes,"Pool, Clubhouse",East,Broker,Under_Construction
193170,West Bengal,Durgapur,Locality_285,Villa,5,3063,394.57,0.13,2007,Semi-furnished,28,2,18,7,3,High,No,No,"Clubhouse, Playground, Garden",East,Owner,Ready_to_Move
193171,Telangana,Hyderabad,Locality_117,Independent House,4,1675,307.3,0.18,1997,Furnished,22,14,28,1,10,Medium,No,Yes,"Clubhouse, Garden, Pool, Playground",East,Broker,Under_Construction
193172,Uttar Pradesh,Lucknow,Locality_319,Villa,1,2153,32.46,0.02,2009,Semi-furnished,30,9,16,8,8,Low,Yes,No,"Gym, Garden",South,Broker,Ready_to_Move
193173,Andhra Pradesh,Vishakhapatnam,Locality_415,Villa,5,2068,133.96,0.06,2011,Furnished,17,21,14,2,5,Low,Yes,Yes,"Pool, Garden, Playground, Gym",West,Builder,Under_Construction
193174,Bihar,Gaya,Locality_51,Apartment,3,3142,208.73,0.07,2018,Semi-furnished,30,2,7,5,5,High,No,No,"Pool, Playground",East,Builder,Under_Construction
193175,Madhya Pradesh,Indore,Locality_359,Villa,1,1587,456.29,0.29,2002,Semi-furnished,20,2,23,10,3,Low,No,No,"Playground, Clubhouse, Garden",East,Owner,Ready_to_Move
193176,Telangana,Warangal,Locality_179,Independent House,5,1585,226.7,0.14,1997,Semi-furnished,11,4,28,1,3,Medium,No,No,"Garden, Gym, Pool",West,Builder,Under_Construction
193177,Madhya Pradesh,Bhopal,Locality_16,Independent House,4,2417,296.31,0.12,2000,Furnished,28,3,25,7,3,Medium,Yes,No,"Playground, Gym, Garden",South,Broker,Under_Construction
193178,Madhya Pradesh,Bhopal,Locality_234,Villa,2,2087,261.62,0.13,1992,Furnished,4,3,33,8,3,Low,No,Yes,"Gym, Garden, Pool, Playground, Clubhouse",North,Owner,Ready_to_Move
193179,Uttarakhand,Haridwar,Locality_383,Villa,5,789,213.05,0.27,2023,Semi-furnished,0,9,2,6,9,Medium,Yes,No,"Pool, Playground, Clubhouse, Garden",North,Builder,Under_Construction
193180,Maharashtra,Nagpur,Locality_432,Independent House,5,2003,100.65,0.05,2020,Semi-furnished,12,16,5,7,9,Medium,Yes,Yes,"Gym, Pool, Playground, Garden, Clubhouse",West,Broker,Under_Construction
193181,Odisha,Cuttack,Locality_188,Villa,3,4067,156.87,0.04,1990,Furnished,16,9,35,8,4,High,No,No,"Playground, Clubhouse, Garden, Pool",East,Builder,Ready_to_Move
193182,Maharashtra,Nagpur,Locality_140,Independent House,2,2694,328.53,0.12,2020,Unfurnished,12,6,5,5,10,High,No,Yes,"Garden, Playground, Pool, Clubhouse, Gym",West,Broker,Ready_to_Move
193183,Telangana,Warangal,Locality_235,Independent House,3,4571,385.19,0.08,1997,Furnished,4,4,28,7,7,High,Yes,Yes,Clubhouse,South,Builder,Under_Construction
193184,Telangana,Hyderabad,Locality_446,Villa,1,2915,211.87,0.07,1991,Semi-furnished,8,4,34,5,2,High,Yes,Yes,"Clubhouse, Playground, Gym, Pool, Garden",North,Broker,Ready_to_Move
193185,Odisha,Bhubaneswar,Locality_476,Apartment,2,1685,108.36,0.06,2012,Unfurnished,12,28,13,2,3,Low,No,Yes,"Clubhouse, Gym, Playground",South,Broker,Under_Construction
193186,Punjab,Ludhiana,Locality_403,Villa,5,521,41.28,0.08,1998,Unfurnished,12,1,27,6,6,High,Yes,Yes,"Playground, Pool, Gym, Clubhouse",West,Builder,Ready_to_Move
193187,Chhattisgarh,Bilaspur,Locality_432,Villa,5,3690,56.05,0.02,2015,Semi-furnished,17,5,10,8,2,Medium,Yes,No,"Pool, Garden, Clubhouse, Gym",South,Owner,Ready_to_Move
193188,Bihar,Patna,Locality_72,Independent House,4,1441,109.26,0.08,1994,Furnished,21,8,31,3,7,Medium,Yes,No,"Gym, Clubhouse, Garden, Pool, Playground",West,Broker,Ready_to_Move
193189,Delhi,New Delhi,Locality_208,Apartment,4,1002,351.16,0.35,2016,Semi-furnished,3,8,9,4,9,High,Yes,Yes,Gym,North,Broker,Ready_to_Move
193190,Uttar Pradesh,Noida,Locality_406,Villa,1,887,292.35,0.33,2001,Unfurnished,4,22,24,8,10,Medium,No,No,Pool,South,Owner,Under_Construction
193191,Uttar Pradesh,Lucknow,Locality_480,Villa,2,3558,101.74,0.03,2018,Furnished,20,18,7,2,9,Low,No,No,Playground,West,Owner,Ready_to_Move
193192,Odisha,Bhubaneswar,Locality_394,Apartment,2,2195,106.26,0.05,2017,Furnished,17,30,8,10,8,High,Yes,No,"Playground, Clubhouse, Pool, Garden, Gym",South,Owner,Ready_to_Move
193193,Madhya Pradesh,Bhopal,Locality_89,Apartment,5,4184,196.84,0.05,2017,Furnished,10,24,8,1,7,Medium,No,No,"Playground, Pool",South,Owner,Under_Construction
193194,Madhya Pradesh,Indore,Locality_495,Independent House,4,760,435.96,0.57,2003,Unfurnished,1,23,22,5,8,High,Yes,Yes,"Clubhouse, Pool, Gym",South,Broker,Ready_to_Move
193195,Madhya Pradesh,Indore,Locality_188,Apartment,5,4644,67.81,0.01,2022,Semi-furnished,11,23,3,3,8,Low,No,Yes,"Garden, Gym, Pool, Playground",North,Owner,Under_Construction
193196,Assam,Silchar,Locality_69,Apartment,4,4544,292.1,0.06,2007,Unfurnished,11,24,18,8,6,High,Yes,No,"Playground, Garden, Clubhouse, Pool, Gym",South,Broker,Ready_to_Move
193197,Kerala,Trivandrum,Locality_152,Independent House,3,1190,81.37,0.07,2015,Semi-furnished,8,24,10,8,2,High,Yes,No,"Pool, Garden, Gym, Clubhouse, Playground",East,Owner,Under_Construction
193198,Jharkhand,Ranchi,Locality_114,Apartment,2,1597,319.18,0.2,2010,Furnished,13,29,15,1,1,Low,No,No,"Pool, Playground, Gym",East,Broker,Under_Construction
193199,Chhattisgarh,Bilaspur,Locality_303,Villa,1,3446,200.87,0.06,1998,Unfurnished,20,26,27,4,9,High,Yes,Yes,Clubhouse,East,Owner,Under_Construction
193200,Punjab,Ludhiana,Locality_403,Villa,2,2186,442.4,0.2,2016,Unfurnished,23,27,9,8,2,Low,Yes,Yes,"Pool, Gym, Clubhouse, Garden, Playground",North,Builder,Under_Construction
193201,Madhya Pradesh,Bhopal,Locality_150,Villa,3,1216,398.31,0.33,1992,Furnished,3,7,33,2,3,High,Yes,Yes,Pool,South,Owner,Under_Construction
193202,Kerala,Trivandrum,Locality_258,Apartment,3,2558,383.84,0.15,1993,Unfurnished,16,5,32,6,2,Medium,No,No,"Clubhouse, Gym",South,Builder,Under_Construction
193203,Jharkhand,Jamshedpur,Locality_161,Villa,5,4440,144.69,0.03,2019,Semi-furnished,29,9,6,9,6,High,Yes,Yes,"Gym, Playground",South,Broker,Ready_to_Move
193204,Chhattisgarh,Bilaspur,Locality_119,Villa,4,3859,472.32,0.12,1994,Furnished,26,12,31,7,10,High,Yes,No,"Pool, Gym, Playground",East,Owner,Under_Construction
193205,Bihar,Patna,Locality_363,Villa,3,636,387.82,0.61,2023,Furnished,14,29,2,4,6,High,Yes,Yes,"Playground, Garden, Pool, Clubhouse",South,Owner,Under_Construction
193206,Delhi,New Delhi,Locality_201,Independent House,5,3641,374.01,0.1,2001,Furnished,25,1,24,5,9,High,Yes,No,Garden,East,Broker,Ready_to_Move
193207,Delhi,Dwarka,Locality_326,Apartment,5,2330,326.45,0.14,2015,Semi-furnished,21,5,10,6,2,High,Yes,No,"Pool, Playground, Garden",West,Broker,Ready_to_Move
193208,Rajasthan,Jodhpur,Locality_100,Independent House,2,4164,476.88,0.11,2023,Semi-furnished,24,13,2,6,7,Low,Yes,No,"Garden, Gym, Playground",West,Broker,Under_Construction
193209,Andhra Pradesh,Vijayawada,Locality_412,Villa,1,567,400.2,0.71,1996,Semi-furnished,2,22,29,2,10,Medium,Yes,Yes,"Playground, Clubhouse, Gym, Garden",South,Builder,Ready_to_Move
193210,Odisha,Cuttack,Locality_161,Apartment,1,2126,398.83,0.19,2014,Unfurnished,6,3,11,4,5,High,Yes,No,"Garden, Playground, Pool, Gym",West,Broker,Under_Construction
193211,Haryana,Gurgaon,Locality_39,Independent House,1,3136,259.43,0.08,2001,Semi-furnished,21,28,24,4,5,Low,No,Yes,"Gym, Clubhouse, Garden, Playground, Pool",North,Builder,Ready_to_Move
193212,Gujarat,Ahmedabad,Locality_70,Independent House,5,3083,280.92,0.09,2013,Furnished,7,14,12,7,10,Medium,Yes,Yes,"Garden, Pool, Playground, Clubhouse",West,Broker,Ready_to_Move
193213,Haryana,Gurgaon,Locality_63,Independent House,2,984,25.69,0.03,2015,Furnished,17,24,10,6,7,Low,Yes,Yes,"Pool, Garden, Clubhouse",East,Broker,Under_Construction
193214,Haryana,Gurgaon,Locality_191,Villa,2,4982,158.47,0.03,2007,Semi-furnished,2,11,18,4,10,Medium,No,No,"Pool, Gym, Garden, Clubhouse",East,Builder,Under_Construction
193215,Tamil Nadu,Coimbatore,Locality_455,Independent House,1,2476,68.04,0.03,2013,Furnished,16,11,12,2,10,Medium,No,No,"Clubhouse, Playground, Garden, Gym, Pool",South,Broker,Ready_to_Move
193216,Chhattisgarh,Raipur,Locality_313,Apartment,2,4390,389.79,0.09,2022,Furnished,18,24,3,4,4,Low,Yes,No,"Garden, Pool, Clubhouse",East,Owner,Ready_to_Move
193217,Tamil Nadu,Coimbatore,Locality_97,Apartment,3,3340,160.7,0.05,2009,Semi-furnished,8,3,16,10,9,Low,No,Yes,Gym,North,Broker,Under_Construction
193218,Assam,Guwahati,Locality_117,Villa,2,4393,114.13,0.03,1994,Semi-furnished,25,8,31,4,8,High,Yes,No,"Pool, Playground",North,Builder,Ready_to_Move
193219,Delhi,New Delhi,Locality_344,Apartment,2,759,486.44,0.64,1990,Semi-furnished,17,21,35,9,10,High,Yes,No,"Garden, Pool, Playground",East,Builder,Under_Construction
193220,Haryana,Gurgaon,Locality_26,Independent House,4,2042,257.85,0.13,2020,Furnished,3,19,5,1,8,High,No,No,"Clubhouse, Garden, Playground",West,Builder,Ready_to_Move
193221,Kerala,Trivandrum,Locality_51,Villa,5,3942,242.21,0.06,2016,Furnished,14,6,9,6,5,Medium,No,No,"Clubhouse, Gym, Pool, Playground",South,Broker,Under_Construction
193222,West Bengal,Durgapur,Locality_262,Independent House,1,2601,80.3,0.03,1994,Semi-furnished,25,25,31,1,1,Medium,No,No,"Gym, Garden, Pool, Clubhouse, Playground",South,Builder,Ready_to_Move
193223,Odisha,Bhubaneswar,Locality_288,Independent House,5,1931,295.06,0.15,2006,Furnished,4,17,19,9,5,Medium,Yes,No,"Playground, Pool, Gym, Clubhouse, Garden",South,Builder,Under_Construction
193224,Uttarakhand,Dehradun,Locality_384,Apartment,3,1116,71.06,0.06,1995,Furnished,15,2,30,3,6,High,Yes,No,"Playground, Garden, Clubhouse, Gym, Pool",West,Builder,Under_Construction
193225,Kerala,Trivandrum,Locality_13,Independent House,4,1421,75.54,0.05,1991,Furnished,24,13,34,10,5,High,No,No,"Clubhouse, Pool",South,Broker,Under_Construction
193226,Andhra Pradesh,Vishakhapatnam,Locality_60,Apartment,2,1420,140.15,0.1,2009,Semi-furnished,19,6,16,10,7,Medium,Yes,No,Pool,West,Owner,Ready_to_Move
193227,Uttar Pradesh,Noida,Locality_423,Independent House,5,2105,468.56,0.22,2021,Furnished,8,2,4,5,8,High,No,No,"Playground, Pool",North,Owner,Under_Construction
193228,Maharashtra,Pune,Locality_443,Villa,1,1093,102.12,0.09,2015,Unfurnished,25,4,10,4,5,High,Yes,Yes,"Pool, Clubhouse, Playground, Garden",East,Broker,Under_Construction
193229,Assam,Silchar,Locality_206,Independent House,3,3059,354.64,0.12,1992,Semi-furnished,11,1,33,3,1,Low,Yes,Yes,Clubhouse,North,Builder,Under_Construction
193230,Kerala,Kochi,Locality_348,Independent House,3,1056,207.37,0.2,2016,Semi-furnished,25,6,9,4,6,Low,No,Yes,"Gym, Pool",East,Broker,Ready_to_Move
193231,Telangana,Warangal,Locality_266,Villa,1,2350,137.86,0.06,2022,Unfurnished,10,23,3,10,2,Medium,No,No,"Clubhouse, Playground",East,Builder,Under_Construction
193232,West Bengal,Kolkata,Locality_456,Independent House,5,2006,306.15,0.15,2006,Unfurnished,15,26,19,1,6,Medium,Yes,Yes,"Pool, Clubhouse",South,Owner,Under_Construction
193233,Bihar,Gaya,Locality_72,Independent House,4,2121,459.49,0.22,2008,Unfurnished,0,9,17,9,5,Medium,No,Yes,Gym,East,Owner,Ready_to_Move
193234,Gujarat,Ahmedabad,Locality_447,Villa,4,4243,102.89,0.02,2013,Unfurnished,8,20,12,1,4,Low,Yes,No,"Pool, Gym",East,Builder,Ready_to_Move
193235,Odisha,Bhubaneswar,Locality_313,Villa,3,2360,109.53,0.05,2007,Unfurnished,6,20,18,1,9,High,Yes,Yes,"Gym, Playground, Clubhouse",South,Builder,Under_Construction
193236,Uttarakhand,Haridwar,Locality_392,Villa,4,848,472.64,0.56,2000,Unfurnished,28,9,25,6,1,Low,Yes,Yes,"Gym, Garden",East,Broker,Ready_to_Move
193237,Jharkhand,Ranchi,Locality_296,Apartment,2,1828,263.7,0.14,2018,Unfurnished,3,19,7,2,1,Medium,Yes,Yes,Garden,East,Owner,Under_Construction
193238,Haryana,Faridabad,Locality_404,Independent House,1,3302,256.48,0.08,2011,Unfurnished,12,20,14,6,8,Medium,No,Yes,Clubhouse,West,Builder,Ready_to_Move
193239,Karnataka,Mysore,Locality_405,Apartment,4,707,43.09,0.06,2009,Semi-furnished,3,26,16,7,2,High,Yes,Yes,"Playground, Pool",East,Owner,Under_Construction
193240,Uttar Pradesh,Noida,Locality_79,Villa,2,3872,191.47,0.05,1992,Furnished,26,4,33,8,4,Low,Yes,Yes,"Playground, Clubhouse",North,Builder,Under_Construction
193241,Bihar,Gaya,Locality_442,Apartment,4,4623,413.83,0.09,1995,Semi-furnished,25,25,30,7,9,Medium,No,No,"Playground, Clubhouse, Gym, Garden",North,Builder,Ready_to_Move
193242,Bihar,Patna,Locality_357,Independent House,5,4738,63.93,0.01,2011,Furnished,29,5,14,10,7,Medium,No,No,"Pool, Playground, Garden, Clubhouse",South,Builder,Under_Construction
193243,Delhi,New Delhi,Locality_196,Apartment,4,1690,63.85,0.04,2006,Semi-furnished,0,21,19,1,3,High,Yes,No,Playground,North,Owner,Under_Construction
193244,Gujarat,Surat,Locality_53,Apartment,5,3697,49.93,0.01,2014,Furnished,30,7,11,7,5,Medium,No,No,"Playground, Clubhouse, Pool",North,Broker,Under_Construction
193245,Karnataka,Mysore,Locality_211,Villa,5,1524,111.74,0.07,2013,Unfurnished,27,22,12,3,8,High,Yes,Yes,"Clubhouse, Gym, Garden, Pool",North,Owner,Ready_to_Move
193246,West Bengal,Durgapur,Locality_480,Apartment,3,3801,77.3,0.02,2008,Semi-furnished,28,6,17,1,2,Medium,No,No,"Gym, Garden, Playground, Pool, Clubhouse",North,Builder,Ready_to_Move
193247,Gujarat,Ahmedabad,Locality_335,Independent House,1,3038,145.37,0.05,1994,Unfurnished,24,19,31,7,10,Low,No,No,"Pool, Playground, Clubhouse, Gym",East,Builder,Under_Construction
193248,Assam,Guwahati,Locality_463,Apartment,1,1909,24.59,0.01,2001,Furnished,7,17,24,5,3,Medium,No,Yes,"Playground, Gym",West,Broker,Under_Construction
193249,Rajasthan,Jodhpur,Locality_310,Villa,5,4044,499.95,0.12,2000,Furnished,21,22,25,10,6,Medium,No,Yes,"Pool, Gym, Garden, Playground, Clubhouse",North,Owner,Under_Construction
193250,Uttarakhand,Dehradun,Locality_105,Apartment,4,4266,184.43,0.04,2020,Unfurnished,27,2,5,3,2,Low,No,No,Garden,North,Builder,Ready_to_Move
193251,Delhi,Dwarka,Locality_480,Apartment,5,3628,252.39,0.07,2022,Semi-furnished,3,7,3,6,8,Medium,No,Yes,"Pool, Clubhouse, Garden",East,Builder,Under_Construction
193252,Andhra Pradesh,Vijayawada,Locality_207,Villa,1,2281,358.09,0.16,1993,Semi-furnished,6,18,32,6,1,High,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",North,Broker,Under_Construction
193253,Haryana,Gurgaon,Locality_261,Apartment,5,4896,447.83,0.09,2011,Semi-furnished,8,24,14,3,2,High,No,Yes,"Pool, Garden, Gym",North,Owner,Ready_to_Move
193254,Tamil Nadu,Coimbatore,Locality_310,Independent House,2,4810,431.92,0.09,2015,Unfurnished,19,15,10,3,8,Low,No,No,"Gym, Garden",East,Broker,Ready_to_Move
193255,Karnataka,Mysore,Locality_185,Apartment,4,4915,191.18,0.04,2012,Semi-furnished,0,6,13,10,4,Medium,Yes,No,"Pool, Gym",North,Broker,Under_Construction
193256,Uttar Pradesh,Lucknow,Locality_194,Independent House,2,3089,12.04,0.0,2006,Semi-furnished,20,28,19,2,5,Low,No,Yes,"Pool, Clubhouse, Garden, Playground",East,Broker,Ready_to_Move
193257,Uttar Pradesh,Noida,Locality_221,Apartment,3,906,23.47,0.03,2012,Semi-furnished,1,17,13,8,9,Low,No,Yes,"Garden, Pool, Playground",South,Broker,Under_Construction
193258,Delhi,New Delhi,Locality_397,Independent House,5,2616,378.71,0.14,1997,Furnished,30,27,28,6,7,Medium,No,Yes,"Playground, Clubhouse, Pool",West,Builder,Ready_to_Move
193259,Kerala,Kochi,Locality_124,Villa,3,4715,194.98,0.04,1992,Unfurnished,22,19,33,4,9,Low,Yes,No,"Playground, Gym, Garden, Pool, Clubhouse",West,Builder,Ready_to_Move
193260,Karnataka,Mysore,Locality_120,Villa,2,2681,399.9,0.15,1997,Unfurnished,27,27,28,8,4,High,No,Yes,"Gym, Clubhouse, Garden",West,Broker,Under_Construction
193261,Haryana,Gurgaon,Locality_177,Villa,3,2749,282.19,0.1,2006,Furnished,24,1,19,7,7,Low,Yes,No,"Pool, Gym, Playground, Clubhouse, Garden",North,Broker,Under_Construction
193262,Jharkhand,Ranchi,Locality_429,Independent House,3,1575,64.19,0.04,2003,Unfurnished,21,21,22,10,2,High,No,No,"Pool, Playground, Gym, Garden, Clubhouse",South,Broker,Under_Construction
193263,Madhya Pradesh,Bhopal,Locality_336,Villa,4,2605,148.42,0.06,2008,Semi-furnished,18,23,17,8,5,Low,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",East,Owner,Ready_to_Move
193264,Uttar Pradesh,Lucknow,Locality_355,Independent House,3,2461,47.99,0.02,2015,Furnished,20,28,10,2,8,Low,Yes,No,"Playground, Pool, Garden, Gym",North,Builder,Ready_to_Move
193265,Tamil Nadu,Coimbatore,Locality_114,Apartment,2,2539,189.19,0.07,2015,Semi-furnished,10,9,10,7,1,Low,No,No,Pool,North,Builder,Ready_to_Move
193266,Madhya Pradesh,Bhopal,Locality_338,Apartment,4,3242,374.96,0.12,2011,Furnished,9,24,14,10,9,Medium,No,Yes,Playground,West,Builder,Under_Construction
193267,Odisha,Cuttack,Locality_32,Apartment,5,1268,499.86,0.39,2001,Semi-furnished,19,10,24,2,9,Low,Yes,No,"Playground, Gym, Garden, Clubhouse, Pool",East,Owner,Under_Construction
